Id,Title,Description,Publisher,Author,Isbn,Edition,Released year,Retail price,University,Image,Created at,Updated at,Department,Semester,Pages
392,ELEMENTS OF CIVIL ENGINEERING & ENGINEERING MECHANICS,"Statics, Dynamics, Elements of Civil Engineering, Types of Structures, Principles of Planning, Building Bye-Laws, Sub-structure and Super-structure, Exercise",Nirali,"SC GUPTA,    PM PATIL,",,First,,370,Pune University,/uploads/book/image/392/N2304.jpg,2014-06-26 03:09:32 UTC,2014-06-26 03:09:32 UTC,"",,574
393,COMPUTER PROGRAMMING,"Algorithms and Flowcharts, Language Fundamentals, Built in I/O Functions, Control Statements, Arrays, Strings, Structures, Function, Object Oriented Concepts, classes and Objects",Nirali,"SP PAWDE,",,First,,200,Pune University,/uploads/book/image/393/N2306.jpg,2014-06-26 03:09:33 UTC,2014-06-26 03:09:33 UTC,"",,294
394,ENGINEERING MATHEMATICS - II,"Calculus of Function of Several Variables, Application to Calculus of Functions of Several Variables, Curve Tracing and Fourier Series, Multiple Integrals and its Applications, Numerical Solution of Ordinary Differential Equations",Nirali,"DR NS MUJUMDAR,    DR RP SINGH,    DR MY GOKHALE,    S M CHAUDHARI,    ND NARKHEDE,",,First,,350,Pune University,/uploads/book/image/394/N2311.jpg,2014-06-26 03:09:34 UTC,2014-06-26 03:09:34 UTC,"",,544
395,ENGINEERING PHYSICS-II,Unit-I: Acoustics and Ultrasonics\r\nUnit-II: Magnetic Materials and Superconductivity\r\nUnit-III:Modern Physics and Spectroscopy\r\nUnit-IV : Quantum Physics\r\nUnit-V:Nanoscience and Nanotechnology,Nirali,"DR KS PATIL,    NT TALELE,",,Second,,135,Pune University,/uploads/book/image/395/N2313.jpg,2014-06-26 03:09:35 UTC,2014-06-26 03:09:35 UTC,"",,152
396,ELEMENTS OF ELECTRICAL ENGINEERING,"General, DC Circuits, Magnetic Circuits, Electromagnetic Induction, Electrostatics, AC Fundamentals, Single Phase AC Circuits, Miscellaneous, Network Theorems, Three-Phase A.C. Circuits, Appendix",Nirali,"BH DESHMUKH,",,Sixth,,300,Pune University,/uploads/book/image/396/N2315.jpg,2014-06-26 03:09:36 UTC,2014-06-26 03:09:36 UTC,"",,555
397,ELEMENTS OF ELECTRONICS ENGINEERING,"Semiconductor Devices, D.C. POwer Supplies, Transducers and Op-amplifiers, Digital Electronics, Automation, Earthing, Fuses and Lamps, Important Points, Practice Questions",Nirali,"A N SHEWALE,",,First,,75,Pune University,/uploads/book/image/397/N2317.jpg,2014-06-26 03:09:37 UTC,2014-06-26 03:09:37 UTC,"",,110
398,ENGINEERING PHYSICS,1 Diffraction 2 Polarization 3 Laser and Fibre Optics 4 Nuclear Energy 5 Crystallography 6 Quantum Physics 7 Nanophysics,Nirali,"I A SHAIKH,    DR G  PAUL,",,First,,135,Pune University,/uploads/book/image/398/N2398.jpg,2014-06-26 03:09:38 UTC,2014-06-26 03:09:38 UTC,"",,172
399,BASIC CIVIL ENGINEERING,1 Relevance of Civil Engineering And Building 2 Components of building 3 Building Materials And Design 4 linear And Angular measurements 5 Levelling 6 Introduction to Transportation,Nirali,"V S KADAM ,    U S PATIL,    DR B V KULKARNI,",,First,,210,Pune University,/uploads/book/image/399/N2400.jpg,2014-06-26 03:09:39 UTC,2014-06-26 03:09:39 UTC,"",,276
400,BASIC MECHANICAL ENGINEERING,1.Thermodynamics 2.Introduction to IC Engine 3.Introduction to \r\n\r\nrefrigeration and air conditioning 4.Energy source and power plants \r\n\r\n5.Mechanical power transmissin and energy conversion device \r\n\r\n6.Manufacturing Processes,Nirali,"DR VM DOMKUNDWAR,    DR AT PISE,",,First,,185,Pune University,/uploads/book/image/400/N2401.jpg,2014-06-26 03:09:40 UTC,2014-06-26 03:09:40 UTC,"",,242
401,APPLIED MECHANICS,1 Fundamentals of Statistics 2 Equilibrium 3 Analysis of Truss 4 Centroid and Moment of Inertia 5 Kinetics of linear and Circular Motion 6 Impact and Collision,Nirali,"S B HIVAREKAR,    U R AWARI,    DR S R PAREKAR,    S V JOSHI,",,First,,210,Pune University,/uploads/book/image/401/N2403.jpg,2014-06-26 03:09:42 UTC,2014-06-26 03:09:42 UTC,"",,270
402,ENGNINERING MATHEMATICS I,"1 Complex Numbers 2 Hyperbolic Functions, Logarithms of Complex Numbers 3 Successive Differentiation 4 Taylor's And Maclaurin's Theorem 5 Inderterminate Forms 6 Infinite Series 7 Differential Equations 8 Applications of Diferential Equations 9 Curve Tracing And REtification of Curves 10 Partial Diffrentiation 11 Jacobians, Errors And Approximations, Maxima And Minima",Nirali,"DR N S MUJUMDAR,    DR M Y GOKHALE,",,First,,400,Pune University,/uploads/book/image/402/N2641.jpg,2014-06-26 03:09:43 UTC,2014-06-26 03:09:43 UTC,"",,590
403,ENGINEERING PHYSICS,1 Electron Optics 2 X-rays 3 Interference 4 Diffraction 5 Polarization 6 Superconductivity 7 Nuclear Physics 8 Semiconductors 9 Modern Physics 10 Atomic Structure 11 Laser 12 Fibre Optics 13 Acoustics 14 Ultrasonics 15 Nanomaterials,Nirali,"PROF  I A SHAIKH,    DR MRS GLADY PAUL,",,First,,280,Pune University,/uploads/book/image/403/N2643.jpg,2014-06-26 03:09:44 UTC,2014-06-26 03:09:44 UTC,"",,372
404,ELEMENTS OF CIVIL ENGINEERING,1 Building planning And Construction Materials 2 Building And Road Construction 3 Earthquake Engineering 4 Surveying And levelling 5 Water Resources Engineering 6 Environmental Engineering,Nirali,"U S PATIL,    H K GITE,    A B MORE,",,First,,200,Pune University,/uploads/book/image/404/N2644.jpg,2014-06-26 03:09:45 UTC,2014-06-26 03:09:45 UTC,"",,260
405,ENGINEERING MATHEMATICS III,"1 Linear Differential Equations With Constant Coeefficients 2 Simultaneous Linear Differential Equations 3 Statistics, correlation And REgression 4 Probability And Probability Distribution 5 Curve Fitting 6 Vector Algebra 7 Vector Differentiation 8 Vector Integration 9 Numerical Solution of Algebraic And Transcendental Equation 10 Intepolation, Numerical Differentiation And Inegration 11 Numerical Solution of Ordinary Differential Equations",Nirali,"DR N S MUJUMDAR,    DR M Y GOKHALE,",,First,,300,Pune University,/uploads/book/image/405/N2646.jpg,2014-06-26 03:09:46 UTC,2014-06-26 03:09:46 UTC,"",,372
406,THERMODYNAMICS,1 First Laws or Thermodynamics Applied to flow Process 2 Second Law of thermodynamics 3 Entropy 4 Power Cycle 5 Properties of Steam or pure Substance 6 Fuels And Comustion,Nirali,"DR S S KORE,    PROF S S GHORPADE,    DR S N SAPALI,",,First,,175,Pune University,/uploads/book/image/406/N2649.jpg,2014-06-26 03:09:47 UTC,2014-06-26 03:09:47 UTC,"",,226
407,SURVEYING,Chain And Campass Traversing 2 Levelling 3 Plane Table Surveying 4 Theodolite 5 Computation of rea And Earth Work 6 Tacheometric Surveying,Nirali,"A S SHELAR,    DR S T MALI,    U S PATIL,",,First,,185,Pune University,/uploads/book/image/407/N2650.jpg,2014-06-26 03:09:48 UTC,2014-06-26 03:09:48 UTC,"",,234
408,STRENGTH OF MATERIALS,1 Simple Stresses And Strains (part I) 2 Simple Stresses And Strains  (part II) 3 Shear Force And Bending Moment (part A) 4 Shear Force And Bending Moment (part B) 5 Bending Stresses In Beams 6 Shear Stresses Distribution in Beams 7 Direct And Bending Stresses in Coloumns 8 Torsion of Circular Shafts 9 Principal Stresses And Strains 10 Thin Cylendres And Spheres 11 Starin Energy 12 Slope And Deflection of Beams,Nirali,"DR S R PAREKAR,",,First,,450,Pune University,/uploads/book/image/408/N2656.jpg,2014-06-26 03:09:49 UTC,2014-06-26 03:09:49 UTC,"",,602
409,FLUID MECHANICS,1 Introduction And Properties of Fluids 2 Fluid Pressure And its Measurement 3 Buoyancy And Floatation 4 Kinematics of Fluid Flow 5 Viscous Flow 6 Fluid Dynamics 7 Measurement of Flow 8 Boundary Layer theory,Nirali,"P V SHROTRI,",,First,,365,Pune University,/uploads/book/image/409/N2657.jpg,2014-06-26 03:09:50 UTC,2014-06-26 03:09:50 UTC,"",,478
410,NETWORK ANALYSIS,1 Basics And Network Topology 3 Filters And Attenuators 4 Two Port Networks 5 Transient Response 6 Resonance,Nirali,"DR S D RUIKAR,    M V  MUNOT,",,First,,575,Pune University,/uploads/book/image/410/N2658.jpg,2014-06-26 03:09:51 UTC,2014-06-26 03:09:51 UTC,"",,766
411,DATA STRUCTURE,1 Introduction to Data Structure And Advance Concept in C 2 Stacks And Queues 3 Linked list 4 Graphs 5 Trees 6 Sorting And Searching,Nirali,"G R PATIL,",,First,,325,Pune University,/uploads/book/image/411/N2659.jpg,2014-06-26 03:09:53 UTC,2014-06-26 03:09:53 UTC,"",,420
412,CONCRETE TECHNOLOGY,"1 Introduction to Concrete As a Construction material 2 Properties, Production And placement of Concrete 3 Testing of Concrete And framework  4 Concrete Mix Design 5 Special Concretes And Special Concreting Techniques 6 Deterioration And Repairs",Nirali,"M N BAJAD,",,First,,175,Pune University,/uploads/book/image/412/N2660.jpg,2014-06-26 03:09:54 UTC,2014-06-26 03:09:54 UTC,"",,226
413,COMPUTER NETWORKS I,1 Introduction 2 Physical Lyer 3 Physical Layer2 And Switching 4 Data Link layer 1 5 Data l;ink layer 2 6 Multiple Access And Ethernet 7 Wireless LANS and Cellular Networks 8 Network Layer,Nirali,"G R PATIL,    R C JAISWAL,    A V DHUMANE,",,First,,330,Pune University,/uploads/book/image/413/N2661.jpg,2014-06-26 03:09:55 UTC,2014-06-26 03:09:55 UTC,"",,492
414,TELECOMMUNICATION NETWORKS AND MANAGEMENT,1 Introduction to Switching And Telecom Networks 2 broadband telecom Network 3 Frame Relay And ATM 4 Broadband Access And routing Technologies 5 QOS And Reliability Issues of Telecom Networks 6 Telecom Network Management,Nirali,"R C JAISWAL,    DR P W WANI,",,First,,360,Pune University,/uploads/book/image/414/N2666.jpg,2014-06-26 03:09:56 UTC,2014-06-26 03:09:56 UTC,"",,472
415,COMPUTER NETWORK,1 Introduction to Computer Network 2 Physical Layer & data Link Layer 3 Network layer & Transport layer 4 Application Layer 5 TCP/IP Protocol Suite 6 Digital Networks,Nirali,"G R PATIL,    R C JAISWAL,    A V DHUMANE,",,First,,470,Pune University,/uploads/book/image/415/N2667.jpg,2014-06-26 03:09:57 UTC,2014-06-26 03:09:57 UTC,"",,622
416,OPTICAL AND MICROWAVE COMMUNICATION,1 Introduction to OFC and its Components 2 Signal Degradation in optical Fiber 3 FOC System 4 Microwave-guides and Components 5 Microwave Tubes 6 Solid \u2013State Microwave Devices Oral Questions,Nirali,"DR S RUIKAR,    R  A LABADE,",,First,,260,Pune University,/uploads/book/image/416/N2668.jpg,2014-06-26 03:09:58 UTC,2014-06-26 03:09:58 UTC,"",,340
417,VOICE NETWORK,1. Introduction to Telephone signalling And Switching 2 Telecommunication trafic Engineering 3 Data And Voice Integration 4 Global System For Mobile cmomunication 5 Code Division Multiple Access 6 IP Telephoney,Nirali,"R C JAISWAL,    MRS R A APTE,",,First,,385,Pune University,/uploads/book/image/417/N2670.jpg,2014-06-26 03:09:59 UTC,2014-06-26 03:09:59 UTC,"",,385
418,ENGINEERING MATHEMATICS-I,"Matrices - System of Linear Algebraic Equations - Eigen Values, Eigen Vectors - Complex Numbers - Hyperbolic Functions, Logarithms of Complex Numbers - Infinite Series - Successive Differentiation - Taylors and Maclaurins Theorems - Indeterminate Forms - Partial Differentiation and Applications - Jacobians, Errors and Approximations, Maxima and Minima - Model Question Paper - University Question Papers",Nirali,"AN SINGH,    DR MY GOKHALE,    DR NS MUJUMDAR,    KR ATAL,    SS KULKARNI,",,Second,,500,Pune University,/uploads/book/image/418/N2751.jpg,2014-06-26 03:10:00 UTC,2014-06-26 03:10:00 UTC,"",,622
419,ENGINEERING PHYSICS,"Unit 1:Interference,Diffraction and Its Engineering Applications,Unit 2:Sound Engineering,Unit 3:Polarization And Laser,Unit 4:Solid State Physics,Unit 5:Wave Mechanics,Unit 6:Sperconductivity And Physics Of Nanoparticles.",Nirali,"DR HR KULKARNI,    DR SP JAGTAP,    DR UP MOHARIL,    IA SHAIKH,    SF KHAIRNAR,",,Third,,300,Pune University,/uploads/book/image/419/N2752.jpg,2014-06-26 03:10:01 UTC,2014-06-26 03:10:01 UTC,"",,438
420,ENGINEERING CHEMISTRY,"Unit 1:Water Technology And Green Chemistry,Unit 2:Electro Analytical tTechniques,Unit 3:Synthetic rganic Polymers,Unit 4:Fuels And Combustion,Unit 5:Chemistry Of Hydrogen And Carbon,Unit 6:Corrosion Science",Nirali,"DR A K DIWAN,    DR D V NIGHOT,    DR M Y KHALADKAR,    DR M Y KHALADKAR,    DR S D KULKARNI,",,Second,,210,Pune University,/uploads/book/image/420/N2753.jpg,2014-06-26 03:10:02 UTC,2014-06-26 03:10:02 UTC,"",,327
421,BASIC CIVIL AND ENVIRONMENTAL ENGINEERING,UNIT 1 - Introduction to Civil Engineering - UNIT 2 - Materials and Construction - UNIT 3 - Uses of MAPS and Field Surveys - UNIT 4 - Ecology and Eco System - UNIT 5 - Planning for the Built Environment - UNIT 6 - Energy and Environmental Pollution - Appendixes,Nirali,"DR AH BIRADAR,    DR RK LAD,    SK PATIL,    ST MALI,",,Fourth,,225,Pune University,/uploads/book/image/421/N2754.jpg,2014-06-26 03:10:08 UTC,2014-06-26 03:10:08 UTC,"",,387
422,BASIC ELECTRONICS ENGINEERING,"Unit 1:Diode Circuits,Unit 2:Bipolar Junction Transistor(BJT)Circuits,Unit 3:Linear Integrated Circuits,Unit 4:Digital Electronics,Unit 5:Industrial Electronics,Unit 6:Electronic Communication.",Nirali,"MD PATIL,    RC JAISWAL,    SR DESHPANDE,",,Third,,225,Pune University,/uploads/book/image/422/N2755.jpg,2014-06-26 03:10:09 UTC,2014-06-26 03:10:09 UTC,"",,344
423,BASIC ELECTRICAL ENGINEERING,1 Elementary Concepts 2 Magnetic Circuits 3 Electromagnetic Induction 4 Single Phase Transformers 5 Electrostatistics 6 A C fundamentals 7 Single Phase A C circuits 8 Three Phase A C Circuits 9 D C Circuits Appendix,Nirali,"B H DESHMUKH,",,Eighth,,480,Pune University,/uploads/book/image/423/N2757.jpg,2014-06-26 03:10:10 UTC,2014-06-26 03:10:10 UTC,"",,667
424,MOBILE COMMUNICATION,"1.Introduction to Wireless Communication System 2.Modern Wireless Communication 3.Cellular Concept 4.Mobile Radio Propagation (Large Scale Path Loss) 5.Mobile Radio Propagation (Small Scale Fading and Multipath) 6.Modulation Techniques for Mobile Radio Communication (Analog Modulation) 7.Modulation Techniques for Mobile Radio Communication (Digital Continuous Wave Modulation) 8.Spread Spectrum Techniques in Mobile Radio Communication 9.Equalization Techniques for Mobile Radio 10. Coding Techniques for Wireless Communications 11.Multiple Access 12.Global System for Mobile Communications (GSM) 13. IS-95 CDMA System 14.CDMA 2000 \u2022University Question  PapersDecember 2011, May 2012, December 2012",Nirali,"H B MALI,    R C JAISWAL ,",,Second,,375,Pune University,/uploads/book/image/424/N2758.jpg,2014-06-26 03:10:11 UTC,2014-06-26 03:10:11 UTC,"",,492
425,FUNDAMENTALS OF PROGRAMMING LANGUAGES - I,1 Introduction 2 Introduction 3 C Programming 4 C programming Laboratory Assignment,Nirali,"T R PATIL ,    A N VARADE,    S T KADAM,    M A AHER,",,First,,150,Pune University,/uploads/book/image/425/N2760.jpg,2014-06-26 03:10:12 UTC,2014-06-26 03:10:12 UTC,"",,204
426,ENGINEERING MATHEMATICS II,"1 Differencial Equations 2 Applications of Differential Equations 3 Fourier Series 4 Reduction Formulae, Beta and Gamma Functions 5 Differentiation Under the integral sign and Error Functions 6 Curve Tracing And Rectification of Curves 7 Co-ordinate System, Plane, Straight line and Solids of Revolution 8 Sphere 9 The cone and Cylinder 10 multiple Integrals 11 Area, volume, mean and Root mean Square Values 12 Centre of Gravity and moment of Inertia List of Formulae Model Question Paper: online Examination Model Question Paper: Theory Examination University Question Papers May 2013& Dec 2013",Nirali,"DR M Y GOKHALE,    S S KULKARNI,    K R ATAL,    DR N S MUJUMDAR,    A N SINGH,",,First,,550,Pune University,/uploads/book/image/426/N2761.jpg,2014-06-26 03:10:14 UTC,2014-06-26 03:10:14 UTC,"",,836
427,ENGINEERING MECHANICS,"UNIT I:RESULTANT OF COPLANAR FORCE SYSTEM\r\nUNIT II:RECTILINEAR MOTION OF PARTICLES\r\nUNIT III:CURVILINEAR MOTION OF PARTICLES\r\nUNIT IV:WORK,ENERGY AND IMPULSE-MOMENTUM PRINCIPLE FOR A PARTICLE\r\nUNIT V:EQULIBRIUM OF FORCE SYSTEM\r\nUNIT VI:ANALYSIS OF STRUCTURE AND FRICTION",Nirali,"SR PAREKAR,    SEEMA V JOSHI,    UR AWARI,",,Second,,425,Pune University,/uploads/book/image/427/N2764.jpg,2014-06-26 03:10:15 UTC,2014-06-26 03:10:15 UTC,"",,516
428,ONLINE QUESTION-BANK-ENGINEERING CHEMISTRY,"Unit 1, Unit 2, Practice Paper for First and Second Unit, Unit 3, Unit 4, Practice Paper for Third and Fourth Unit, Model Question Paper, December 2012.",Nirali,"P S PARULEKAR,    A J KULKARNI,",,First,,165,Pune University,/uploads/book/image/428/N2770.jpg,2014-06-26 03:10:16 UTC,2014-06-26 03:10:16 UTC,"",,212
429,FUNDAMENTALS OF PROGRAMMING LANGUAGES-II,1.Microprocessors and Micro-controllers Architectures and Programming\r\n2.Introduction to Advance Programming Platform\r\n3. Introduction to Embedded Programming Concept\r\n4.Handheld device open source Operating System Installations and Applications\r\nLaboratory Assignments,Nirali,"TR PATIL,    MA AHER,",,Third,,130,Pune University,/uploads/book/image/429/N2771.jpg,2014-06-26 03:10:17 UTC,2014-06-26 03:10:17 UTC,"",,180
430,ENGINEERING MATHEMATICS III,"1 Linear Differential Equation And Applications- i \u2013 Linear Differential Equations With Constant Coefficients ii \u2013 Simultaneous Linear Differential Equations iii- Applications of Differential Equations 2 Numerical Methods i \u2013 System of Linear Equations  ii \u2013 Numerical Solution of ordinary Differential Equatioins 3 Statistics And probability  i Statistics, Correlation And Regression ii \u2013 Probability and probability Distributions  4 Vector Differential Calculus \u2013 i vector Algebra ii- Vector Differentiation 5 Vector Integration i \u2013 vector Integration ii Application of vectors to Fluid Mechanics  6 i Application of partial Differential Equations Model Question paper online Phase I & II Model Question Paper- Theory Exam",Nirali,"DR M Y GOKHALE,    DR N S MUJUMDAR,    A N SINGH,    S S KULKARNI,    K R ATAL,",,First,,500,Pune University,/uploads/book/image/430/N2781.jpg,2014-06-26 03:10:18 UTC,2014-06-26 03:10:18 UTC,"",,664
431,BUILDING TECHNOLOGY AND MATERIALS,1 Introduction To Building construction 2 Stone And brick Masonry 3 Block masonry 4 Form Work 5 Flooring Materials 6 Roofing Materials 7 Doors And Windows 8 Arches And lintels 9 Vertical Circulation 10 protective Coatings 11 Miscellaneous materials 12 Safety in construction 13 Glass,Nirali,"M V JADHAV,    V S LIMAYE,    V R PHADKE,    DR R K JAIN,",,First,,315,Pune University,/uploads/book/image/431/N2782.jpg,2014-06-26 03:10:19 UTC,2014-06-26 03:10:19 UTC,"",,399
432,STRENGTH OF MATERIALS,1 Simple Stresses And Strains (Part I) 2 Simple Stresses And Strains (Part II) 3 Bending Stresses in beams 4 shear Stress Distribution In Beams 5 Torsion 6 Strain Energy 7 Principle Stresses And Strains 8 Combined loading 9 Shear Force And bending Moment (Part A) 10 Shear Force And Bending moment (Part B) 1 Columns 12 Direct And Bending Stresses,Nirali,"H M SOMAYYA,    DR SURESH R PAREKAR,",,First,,450,Pune University,/uploads/book/image/432/N2783.jpg,2014-06-26 03:10:20 UTC,2014-06-26 03:10:20 UTC,"",,594
433,SURVEYING,1 Compass And Plane Table Surveying 2 Levelling And Controuring 3 Theodolite Traversing 4 Curves 5 Permanent Adjustments of a Transit Theodolite And Tacheometry  6 Construction Survey And Electronic Measurement Techniques,Nirali,"DR S T MALI,    U S PATIL,    A S SHELAR,",,First,,320,Pune University,/uploads/book/image/433/N2784.jpg,2014-06-26 03:10:21 UTC,2014-06-26 03:10:21 UTC,"",,440
434,MCQS (FOR ONLINE EXAMINATION),1 Building Technology And Materials 2 Strength of Materials 3 Surveying 4 Geotechnical Engineering,Nirali,"-,",,First,,225,Pune University,/uploads/book/image/434/N2786.jpg,2014-06-26 03:10:22 UTC,2014-06-26 03:10:22 UTC,"",,315
435,THERMODYNAMICS,1 Laws of Thermodynamics 2 Entropy 3 Ideal Gas 4 Gas Power Cycles 5 Availability 6 Properties of Pure Substances 7 Vapour Power Cycle 8 Steam Generators9 Fuels And Combustion,Nirali,"DR S N SAPALI,    DR S S KORE,    S S GHORPADE,     S A KALE,",,First,,375,Pune University,/uploads/book/image/435/N2791.jpg,2014-06-26 03:10:23 UTC,2014-06-26 03:10:23 UTC,"",,434
436,MATERIAL SCIENCE,1 Mechanical Behaviour of Metals And Crystal Structure 2 Study of Non- Metallic Materials 3 Mechanical Testing of Metals 4 Destructive Testing 5 Powder metallurgy And Processes 6 Introduction Introduction to Advanced Materials,Nirali,"A S GHOLAP,    M S KULKARNI,    M K NEGI,",,First,,180,Pune University,/uploads/book/image/436/N2792.jpg,2014-06-26 03:10:24 UTC,2014-06-26 03:10:24 UTC,"",,180
437,FLUID MECHANICS,1 Introduction And Properties of Fluids 2 Fluid Pressure And its Measurement 3 Hydrostatistic Forces On Surfaces 4 Buoyancy And Floatation 5 Kinematics of Fluid Flow 6 Dynamics of Fluid Flow 7 Laminar Flow 8 Introduction to Turbulent Flow 9 Flow Through Pipes 10 Dimensional Analysis 11 Boundry Layer theory 12 Forces on Immersed Bodies,Nirali,"P V SHROTRI,",,First,,450,Pune University,/uploads/book/image/437/N2793.jpg,2014-06-26 03:10:25 UTC,2014-06-26 03:10:25 UTC,"",,614
438,NETWORK THEORY,"1 Basic circuits Analysis And Simplification Techniques 2 Graph theory And Network Que. 3 Transient Analysis of Basic Rc, RL And RLC Circuits 4 Frequency Selective Networks 5 Filters And Attenuators 6 Two Port Network Parameters And Functions",Nirali,"DR S D RUIKAR,    M V  MUNOT ,",,First,,625,Pune University,/uploads/book/image/438/N2803.jpg,2014-06-26 03:10:26 UTC,2014-06-26 03:10:26 UTC,"",,854
439,DATA STRUTURES AND ALGORITHMS,"UNIT I 1 Introduction to C language (Rivision) 2 Introduction to Algorithm Design 3 Functions in C 4 Arrays And Searching Algorithms UNIT II  5 Sorting Algorithms 6 Multidimensional Arrays, Pointers And String 7 Structures in C 8 Linked Lists 9 Stacks 10 Queues 11 Trees 12 Trees Appendix A Appendix B",Nirali,"G R PATIL,",,First,,500,Pune University,/uploads/book/image/439/N2804.jpg,2014-06-26 03:10:27 UTC,2014-06-26 03:10:27 UTC,"",,667
440,DIGITAL ELECTRONICS,1 Digital logic Families 2 Combinational Logic Design 3Sequential Logic Design 4 State Machines 5 Programmable Logic Devices And semiconductor Memories 6 Introduction to HDL,Nirali,"S S KULKARNI,",,First,,235,Pune University,/uploads/book/image/440/N2805.jpg,2014-06-26 03:10:28 UTC,2014-06-26 03:10:28 UTC,"",,305
441,DISCRETE STRUCTURES,"1 Logic And Proofs 2 Theory of Sets 3 Relations 4 Functions  5 Recurrence Relations 6 Groups And rings 7 Graph Theory 8 Trees 9 Permutations, Combinations And Discrete Probability",Nirali,"DR L K IYER,    DR N A KANKANE,",,First,,525,Pune University,/uploads/book/image/441/N2811.jpg,2014-06-26 03:10:29 UTC,2014-06-26 03:10:29 UTC,"",,670
442,DATA STRUCTURE AND PROBLEM SOLVING,1 General Problem Solving Concepts 2 Tree 3 Graph 4 Tables 5 Heaps 6 Files 7 Parallel Algorithms,Nirali,"A V DHUMANE,    B S THAKARE,    V A MESHRAM,",,First,,550,Pune University,/uploads/book/image/442/N2813.jpg,2014-06-26 03:10:30 UTC,2014-06-26 03:10:30 UTC,"",,688
443,OPERATING SYSTEM AND ADMINISTRATION,"1 Introduction to Operating System 2 Introduction to the Kernal 3 Introduction to File System 4b Booting And Shutdown, Scripting and Shell 5 Access Control, Rootly powers and Controling process 6 Adding New Users And Storage Practical Experiment",Nirali,"R N PHURSULE,    S A DARADE,    A R KALUGADE,",,First,,175,Pune University,/uploads/book/image/443/N2814.jpg,2014-06-26 03:10:31 UTC,2014-06-26 03:10:31 UTC,"",,218
444,MICROPROCESSOR ARCHITECTURE,1Introduction to 8086 Microprocessor 2 80386 DX Architecture 3 Real Mode 4 Protected Mode 5 Virtual 86 Mode 6 Pipelined Architecture 7 Language Programming 8 The New Architecture,Nirali,"A DIXIT,    V N NANDGAONKAR,",,First,,265,Pune University,/uploads/book/image/444/N2815.jpg,2014-06-26 03:10:32 UTC,2014-06-26 03:10:32 UTC,"",,356
445,MCQS (FOR ONLINE EXAMINATION),1 Discrete Structures 2 Digital Electronics And Logic Design 3 Data Structures & Problem Solving 4 Operating System & Administration 5 Microprocessor Architecture,Nirali,"-,",,First,,300,Pune University,/uploads/book/image/445/N2816.jpg,2014-06-26 03:10:33 UTC,2014-06-26 03:10:33 UTC,"",,414
446,FUNDAMENTALS OF DATA STRUCTURE,1 Introduction to C 2 Pointers in c 3 Introduction to Data structures 4 Searching And Sorting techniques 5 Linear Data Structures using Sequential Organisation 6 Linear Data Structures using Linked Organisation Laboratory Assignments,Nirali,"T R PATIL,    P R THAKARE,",,First,,315,Pune University,/uploads/book/image/446/N2824.jpg,2014-06-26 03:10:34 UTC,2014-06-26 03:10:34 UTC,"",,406
447,PROBLEM SOLVING AND OBJECT ORIENTED PROGRAMMING CONCEPTS,1 Problem Solving Concepts 2 Problem Solving With Logic Structures 3 Array And Text Processing 4 Foundations of Object oriented Programming 5 Overloading and Inheritance 6 Templates And Exception Handling,Nirali,"MS MANUSHI A MAJUMDAR,    MR DHIRAJ G PATIL,    MS RAJASHREE P KARANDE,    MRS PALLAVI S BANGARE,",,First,,275,Pune University,/uploads/book/image/447/N2825.jpg,2014-06-26 03:10:35 UTC,2014-06-26 03:10:35 UTC,"",,348
448,CHEMISTRY I,1 Bonding And Reactivity 2 Chemical kinetics And Photochemistry 3 Instrumental Methods of Analysis 4 Solutions 5 Reaction Mechanisms 6 Heterocyclic Compounds And Dyes,Nirali,"V K WALEKAR,    DR MRS V R DOSS,",,First,,240,Pune University,/uploads/book/image/448/N2831.jpg,2014-06-26 03:10:36 UTC,2014-06-26 03:10:36 UTC,"",,351
449,CHEMICAL ENGINEERING FLUID MECHANICS,1 Introduction to Fluid Mechanics 2 Fluid Statics and its Applications 3 Kinematics And Dynamics of Fluid Flow 4 Flow of Incompressible Fluids Conduits 5 Boundry Layer Theory 6 Fluid Flow past immersed Bodies 7 Dimensional Analysis 8 Transportation And Metering of Fluids 9 Flow of Multiphase Mixtures University papers,Nirali,"AP KULKARNI,",,First,,250,Pune University,/uploads/book/image/449/N2832.jpg,2014-06-26 03:10:37 UTC,2014-06-26 03:10:37 UTC,"",,356
450,ENGINEERING MATHEMATICS III,"Linear Differential Equations With Constant Coefficients 2 Simultaneous Linear Equations, Symmetrical Simultaneous D.E. and Applications of Differential Equations 3 Fourier transform 4 Laplace transform 6 Applications of laplace Transform 7 Vector Algebra 8 Vector Differentiation 9 Vector Integrgation 10 Applications of vector to Fluid mechanics 11 Aplications of partial Differential Equations",Nirali,"A N SINGH,    S S KULKARNI,    DR N S MUJUMDAR,    DR M Y GOKHALE ,    K R ATAL,",,First,,520,Pune University,/uploads/book/image/450/N2833.jpg,2014-06-26 03:10:38 UTC,2014-06-26 03:10:38 UTC,"",,715
